Gender,Age,Relationship_Status,Budget,Occasion,Preference,Relationship_Length,Personal_Interest,Past_Gift_Item,Past_Gift_Reaction,Recent_Purchase_1,Recent_Purchase_2,Recent_Purchase_3,Best_Gift
Male,54,Single,High,Birthday,Adventurous,<6 months,Sports,Personalized Gift,Disliked it,Headphones,Phone Charger,Smart Speaker,Fashion Accessory
Female,49,Dating,Very High,Valentine's Day,Sentimental,5+ years,Cooking,Subscription Service,Loved it,Meal Kit Sub,Gym Membership,Magazine Sub,Personalized Gift
Female,32,Dating,High,Anniversary,Romantic,3-5 years,Sports,Personalized Gift,Liked it,Phone Charger,Smart Speaker,Processor Chip,Flowers
Other,51,Single,Very High,Just Because,Surprise,1-3 years,Art,Chocolates,Liked it,Hat,Handbag,Earrings,Personalized Gift
Other,49,Dating,Low,Valentine's Day,Adventurous,3-5 years,Cooking,Subscription Service,Loved it,Gym Membership,Magazine Sub,Streaming Sub,Chocolates
Male,42,Dating,High,Birthday,Adventurous,1-3 years,Sports,Personalized Gift,Loved it,Processor Chip,Headphones,Phone Charger,Fashion Accessory
Other,53,Engaged,Low,Just Because,Surprise,6-12 months,Fashion,Chocolates,Liked it,Hat,Handbag,Earrings,Subscription Service
Male,24,Married,Low,Anniversary,Adventurous,<6 months,Music,Chocolates,Loved it,Meal Kit Sub,Gym Membership,Magazine Sub,Fashion Accessory
Male,49,Dating,Medium,Valentine's Day,Adventurous,6-12 months,Music,Fashion Accessory,Liked it,Magazine Sub,Streaming Sub,Meal Kit Sub,Personalized Gift
Female,49,Engaged,Medium,Anniversary,Practical,6-12 months,Cooking,Flowers,Loved it,Gym Membership,Magazine Sub,Streaming Sub,Chocolates
Male,53,Engaged,High,Valentine's Day,Surprise,5+ years,Art,Subscription Service,Liked it,Necklace,Hat,Handbag,Fashion Accessory
Male,49,Dating,Low,Birthday,Sentimental,1-3 years,Technology,Chocolates,Loved it,Phone Charger,Smart Speaker,Processor Chip,Tech Gadget
Other,31,Single,High,Anniversary,Adventurous,<6 months,Art,Fashion Accessory,Loved it,Earrings,Necklace,Hat,Subscription Service
Female,31,Single,Very High,Valentine's Day,Romantic,3-5 years,Art,Fashion Accessory,Disliked it,Handbag,Earrings,Necklace,Personalized Gift
Other,30,Single,Very High,Just Because,Surprise,6-12 months,Technology,Tech Gadget,Disliked it,Phone Charger,Smart Speaker,Processor Chip,Personalized Gift
Other,29,Engaged,Low,Birthday,Practical,6-12 months,Technology,Fashion Accessory,Liked it,Phone Charger,Smart Speaker,Processor Chip,Subscription Service
Male,55,Single,High,Valentine's Day,Practical,3-5 years,Cooking,Subscription Service,Loved it,Streaming Sub,Meal Kit Sub,Gym Membership,Chocolates
Male,27,Engaged,High,Valentine's Day,Sentimental,5+ years,Music,Personalized Gift,Disliked it,Gym Membership,Magazine Sub,Streaming Sub,Fashion Accessory
Male,25,Engaged,High,Just Because,Sentimental,<6 months,Cooking,Flowers,Loved it,Magazine Sub,Streaming Sub,Meal Kit Sub,Fashion Accessory
Female,53,Single,Very High,Valentine's Day,Practical,3-5 years,Music,Personalized Gift,Loved it,Streaming Sub,Meal Kit Sub,Gym Membership,Personalized Gift
Other,30,Engaged,High,Valentine's Day,Romantic,3-5 years,Technology,Subscription Service,Loved it,Phone Charger,Smart Speaker,Processor Chip,Chocolates
Male,26,Married,Low,Birthday,Romantic,3-5 years,Art,Tech Gadget,Liked it,Hat,Handbag,Earrings,Flowers
Male,59,Engaged,High,Valentine's Day,Sentimental,1-3 years,Fashion,Subscription Service,Liked it,Necklace,Hat,Handbag,Fashion Accessory
Other,40,Engaged,Low,Just Because,Surprise,1-3 years,Technology,Tech Gadget,Loved it,Headphones,Phone Charger,Smart Speaker,Subscription Service
Male,39,Married,Very High,Just Because,Surprise,3-5 years,Fashion,Chocolates,Liked it,Hat,Handbag,Earrings,Personalized Gift
Female,46,Married,Low,Anniversary,Surprise,<6 months,Fashion,Flowers,Disliked it,Necklace,Hat,Handbag,Fashion Accessory
Other,21,Engaged,Low,Valentine's Day,Surprise,<6 months,Art,Tech Gadget,Liked it,Necklace,Hat,Handbag,Subscription Service
Female,35,Single,Low,Birthday,Romantic,<6 months,Sports,Chocolates,Loved it,Headphones,Phone Charger,Smart Speaker,Flowers
Male,47,Engaged,Low,Just Because,Sentimental,1-3 years,Fashion,Flowers,Loved it,Hat,Handbag,Earrings,Fashion Accessory
Other,21,Married,High,Valentine's Day,Sentimental,3-5 years,Music,Personalized Gift,Liked it,Gym Membership,Magazine Sub,Streaming Sub,Subscription Service
Other,42,Dating,Low,Anniversary,Surprise,5+ years,Cooking,Personalized Gift,Disliked it,Gym Membership,Magazine Sub,Streaming Sub,Subscription Service
Male,20,Married,High,Just Because,Sentimental,1-3 years,Cooking,Chocolates,Loved it,Streaming Sub,Meal Kit Sub,Gym Membership,Fashion Accessory
Female,41,Dating,High,Birthday,Practical,5+ years,Fashion,Chocolates,Disliked it,Necklace,Hat,Handbag,Flowers
Male,41,Married,Very High,Anniversary,Romantic,6-12 months,Technology,Subscription Service,Disliked it,Smart Speaker,Processor Chip,Headphones,Personalized Gift
Male,37,Married,Medium,Anniversary,Adventurous,<6 months,Cooking,Personalized Gift,Loved it,Magazine Sub,Streaming Sub,Meal Kit Sub,Fashion Accessory
Male,42,Engaged,High,Just Because,Practical,3-5 years,Sports,Chocolates,Liked it,Headphones,Phone Charger,Smart Speaker,Flowers
Female,53,Engaged,High,Just Because,Sentimental,<6 months,Cooking,Personalized Gift,Disliked it,Magazine Sub,Streaming Sub,Meal Kit Sub,Fashion Accessory
Other,32,Dating,Medium,Valentine's Day,Sentimental,3-5 years,Sports,Tech Gadget,Disliked it,Processor Chip,Headphones,Phone Charger,Subscription Service
Male,47,Married,Low,Valentine's Day,Surprise,<6 months,Fashion,Subscription Service,Disliked it,Handbag,Earrings,Necklace,Fashion Accessory
Male,52,Married,Very High,Birthday,Surprise,1-3 years,Art,Personalized Gift,Liked it,Hat,Handbag,Earrings,Personalized Gift
Other,24,Single,Medium,Just Because,Surprise,3-5 years,Fashion,Fashion Accessory,Liked it,Handbag,Earrings,Necklace,Subscription Service
Female,41,Single,Low,Anniversary,Romantic,1-3 years,Cooking,Flowers,Loved it,Streaming Sub,Meal Kit Sub,Gym Membership,Tech Gadget
Male,59,Single,Low,Valentine's Day,Practical,6-12 months,Sports,Flowers,Loved it,Headphones,Phone Charger,Smart Speaker,Chocolates
Male,42,Engaged,Medium,Birthday,Romantic,<6 months,Sports,Fashion Accessory,Loved it,Headphones,Phone Charger,Smart Speaker,Flowers
Female,43,Married,Low,Just Because,Adventurous,3-5 years,Music,Chocolates,Loved it,Streaming Sub,Meal Kit Sub,Gym Membership,Fashion Accessory
Male,29,Married,Very High,Valentine's Day,Surprise,3-5 years,Cooking,Personalized Gift,Loved it,Streaming Sub,Meal Kit Sub,Gym Membership,Subscription Service
Other,30,Single,Very High,Just Because,Surprise,6-12 months,Technology,Tech Gadget,Disliked it,Phone Charger,Smart Speaker,Processor Chip,Personalized Gift
Female,20,Dating,High,Anniversary,Practical,5+ years,Music,Flowers,Disliked it,Magazine Sub,Streaming Sub,Meal Kit Sub,Chocolates
Male,32,Engaged,Medium,Anniversary,Romantic,5+ years,Music,Chocolates,Loved it,Magazine Sub,Streaming Sub,Meal Kit Sub,Flowers
Other,54,Married,Low,Just Because,Adventurous,1-3 years,Fashion,Fashion Accessory,Liked it,Necklace,Hat,Handbag,Subscription Service
Female,47,Dating,Very High,Anniversary,Adventurous,6-12 months,Art,Chocolates,Loved it,Earrings,Necklace,Hat,Personalized Gift
Male,49,Married,Very High,Valentine's Day,Sentimental,<6 months,Art,Tech Gadget,Loved it,Earrings,Necklace,Hat,Personalized Gift
Male,42,Dating,High,Birthday,Adventurous,1-3 years,Sports,Personalized Gift,Loved it,Processor Chip,Headphones,Phone Charger,Fashion Accessory
Male,35,Engaged,Very High,Birthday,Practical,3-5 years,Technology,Fashion Accessory,Disliked it,Phone Charger,Smart Speaker,Processor Chip,Personalized Gift
Female,20,Engaged,Very High,Birthday,Sentimental,5+ years,Cooking,Tech Gadget,Liked it,Streaming Sub,Meal Kit Sub,Gym Membership,Personalized Gift
Female,44,Single,High,Anniversary,Practical,3-5 years,Sports,Subscription Service,Liked it,Phone Charger,Smart Speaker,Processor Chip,Chocolates
Female,49,Single,High,Valentine's Day,Romantic,6-12 months,Technology,Tech Gadget,Disliked it,Phone Charger,Smart Speaker,Processor Chip,Flowers
Male,20,Engaged,High,Valentine's Day,Romantic,1-3 years,Sports,Flowers,Loved it,Headphones,Phone Charger,Smart Speaker,Tech Gadget
Male,40,Engaged,Low,Anniversary,Adventurous,3-5 years,Art,Chocolates,Disliked it,Necklace,Hat,Handbag,Fashion Accessory
Other,31,Married,Medium,Valentine's Day,Adventurous,1-3 years,Sports,Personalized Gift,Liked it,Phone Charger,Smart Speaker,Processor Chip,Subscription Service
Other,30,Single,Very High,Birthday,Surprise,5+ years,Fashion,Tech Gadget,Disliked it,Necklace,Hat,Handbag,Personalized Gift
Male,38,Single,High,Anniversary,Adventurous,<6 months,Music,Personalized Gift,Loved it,Gym Membership,Magazine Sub,Streaming Sub,Fashion Accessory
Female,60,Single,Very High,Birthday,Adventurous,5+ years,Cooking,Personalized Gift,Loved it,Streaming Sub,Meal Kit Sub,Gym Membership,Subscription Service
Other,27,Single,Medium,Anniversary,Practical,1-3 years,Sports,Subscription Service,Liked it,Processor Chip,Headphones,Phone Charger,Chocolates
Other,25,Single,Very High,Anniversary,Romantic,1-3 years,Fashion,Subscription Service,Liked it,Handbag,Earrings,Necklace,Personalized Gift
Male,20,Dating,Very High,Just Because,Practical,1-3 years,Sports,Personalized Gift,Liked it,Phone Charger,Smart Speaker,Processor Chip,Subscription Service
Female,37,Engaged,Very High,Anniversary,Sentimental,5+ years,Art,Flowers,Loved it,Earrings,Necklace,Hat,Personalized Gift
Female,50,Engaged,Medium,Anniversary,Surprise,<6 months,Cooking,Subscription Service,Liked it,Gym Membership,Magazine Sub,Streaming Sub,Fashion Accessory
Other,43,Married,Very High,Just Because,Sentimental,1-3 years,Sports,Tech Gadget,Loved it,Phone Charger,Smart Speaker,Processor Chip,Personalized Gift
Female,26,Engaged,Very High,Anniversary,Surprise,3-5 years,Sports,Personalized Gift,Liked it,Processor Chip,Headphones,Phone Charger,Subscription Service
Female,54,Engaged,Very High,Anniversary,Practical,1-3 years,Technology,Chocolates,Liked it,Processor Chip,Headphones,Phone Charger,Personalized Gift
Female,27,Married,Very High,Birthday,Sentimental,1-3 years,Cooking,Subscription Service,Loved it,Meal Kit Sub,Gym Membership,Magazine Sub,Personalized Gift
Female,55,Single,Medium,Valentine's Day,Adventurous,1-3 years,Cooking,Chocolates,Loved it,Magazine Sub,Streaming Sub,Meal Kit Sub,Fashion Accessory
Other,29,Dating,High,Just Because,Practical,6-12 months,Cooking,Flowers,Disliked it,Meal Kit Sub,Gym Membership,Magazine Sub,Subscription Service
Female,57,Married,Very High,Just Because,Sentimental,1-3 years,Technology,Personalized Gift,Liked it,Phone Charger,Smart Speaker,Processor Chip,Subscription Service
Other,53,Dating,Low,Anniversary,Surprise,3-5 years,Cooking,Personalized Gift,Liked it,Magazine Sub,Streaming Sub,Meal Kit Sub,Subscription Service
Female,45,Dating,High,Valentine's Day,Romantic,5+ years,Cooking,Fashion Accessory,Disliked it,Gym Membership,Magazine Sub,Streaming Sub,Flowers
Male,49,Single,Medium,Birthday,Adventurous,6-12 months,Art,Tech Gadget,Liked it,Necklace,Hat,Handbag,Fashion Accessory
Female,21,Dating,Very High,Just Because,Romantic,<6 months,Technology,Subscription Service,Loved it,Headphones,Phone Charger,Smart Speaker,Personalized Gift
Other,29,Married,High,Anniversary,Sentimental,1-3 years,Art,Fashion Accessory,Loved it,Earrings,Necklace,Hat,Subscription Service
Male,54,Single,High,Birthday,Adventurous,<6 months,Sports,Personalized Gift,Disliked it,Headphones,Phone Charger,Smart Speaker,Fashion Accessory
Male,36,Engaged,High,Birthday,Adventurous,6-12 months,Art,Subscription Service,Liked it,Hat,Handbag,Earrings,Fashion Accessory
Male,20,Married,Low,Birthday,Sentimental,3-5 years,Fashion,Fashion Accessory,Liked it,Hat,Handbag,Earrings,Personalized Gift
Male,40,Engaged,Low,Anniversary,Romantic,5+ years,Sports,Personalized Gift,Loved it,Smart Speaker,Processor Chip,Headphones,Flowers
Male,40,Single,High,Valentine's Day,Sentimental,3-5 years,Art,Subscription Service,Disliked it,Earrings,Necklace,Hat,Fashion Accessory
Male,42,Dating,High,Birthday,Adventurous,1-3 years,Sports,Personalized Gift,Loved it,Processor Chip,Headphones,Phone Charger,Fashion Accessory
Female,30,Engaged,Medium,Anniversary,Surprise,6-12 months,Music,Fashion Accessory,Liked it,Gym Membership,Magazine Sub,Streaming Sub,Personalized Gift
Male,32,Married,High,Just Because,Surprise,1-3 years,Art,Fashion Accessory,Disliked it,Necklace,Hat,Handbag,Personalized Gift
Male,40,Dating,Very High,Birthday,Adventurous,3-5 years,Fashion,Personalized Gift,Disliked it,Hat,Handbag,Earrings,Subscription Service
Female,56,Married,Low,Valentine's Day,Practical,6-12 months,Technology,Fashion Accessory,Loved it,Smart Speaker,Processor Chip,Headphones,Chocolates
Other,20,Dating,High,Anniversary,Adventurous,<6 months,Music,Fashion Accessory,Loved it,Streaming Sub,Meal Kit Sub,Gym Membership,Subscription Service
Male,45,Single,Low,Valentine's Day,Practical,6-12 months,Sports,Chocolates,Loved it,Phone Charger,Smart Speaker,Processor Chip,Flowers
Other,26,Single,Very High,Birthday,Adventurous,1-3 years,Technology,Tech Gadget,Liked it,Headphones,Phone Charger,Smart Speaker,Personalized Gift
Other,55,Married,Very High,Just Because,Romantic,<6 months,Technology,Subscription Service,Disliked it,Processor Chip,Headphones,Phone Charger,Personalized Gift
Female,30,Engaged,Very High,Just Because,Adventurous,6-12 months,Technology,Tech Gadget,Disliked it,Processor Chip,Headphones,Phone Charger,Personalized Gift
Female,45,Dating,Low,Valentine's Day,Surprise,6-12 months,Technology,Tech Gadget,Disliked it,Processor Chip,Headphones,Phone Charger,Fashion Accessory
Male,49,Dating,Low,Birthday,Sentimental,1-3 years,Technology,Chocolates,Loved it,Phone Charger,Smart Speaker,Processor Chip,Tech Gadget
Other,38,Engaged,Medium,Valentine's Day,Sentimental,6-12 months,Music,Tech Gadget,Loved it,Gym Membership,Magazine Sub,Streaming Sub,Subscription Service
Female,48,Married,Medium,Just Because,Sentimental,1-3 years,Sports,Fashion Accessory,Disliked it,Phone Charger,Smart Speaker,Processor Chip,Personalized Gift
Other,33,Dating,Medium,Just Because,Romantic,3-5 years,Sports,Subscription Service,Loved it,Smart Speaker,Processor Chip,Headphones,Chocolates
Female,50,Engaged,Very High,Birthday,Surprise,1-3 years,Technology,Fashion Accessory,Disliked it,Processor Chip,Headphones,Phone Charger,Personalized Gift
Other,52,Engaged,Medium,Just Because,Adventurous,6-12 months,Sports,Chocolates,Loved it,Phone Charger,Smart Speaker,Processor Chip,Subscription Service
Male,27,Engaged,Medium,Birthday,Practical,6-12 months,Technology,Fashion Accessory,Liked it,Processor Chip,Headphones,Phone Charger,Tech Gadget
Other,50,Engaged,Medium,Just Because,Practical,3-5 years,Music,Flowers,Disliked it,Streaming Sub,Meal Kit Sub,Gym Membership,Subscription Service
Male,40,Single,High,Birthday,Surprise,5+ years,Music,Tech Gadget,Loved it,Gym Membership,Magazine Sub,Streaming Sub,Fashion Accessory
Other,20,Dating,Medium,Valentine's Day,Sentimental,5+ years,Fashion,Chocolates,Loved it,Handbag,Earrings,Necklace,Subscription Service
Other,49,Dating,High,Anniversary,Surprise,6-12 months,Fashion,Tech Gadget,Loved it,Handbag,Earrings,Necklace,Subscription Service
Female,31,Dating,High,Anniversary,Practical,<6 months,Sports,Tech Gadget,Loved it,Smart Speaker,Processor Chip,Headphones,Chocolates
Male,36,Dating,High,Birthday,Surprise,<6 months,Cooking,Personalized Gift,Disliked it,Meal Kit Sub,Gym Membership,Magazine Sub,Fashion Accessory
Other,29,Engaged,Low,Birthday,Practical,6-12 months,Technology,Fashion Accessory,Liked it,Phone Charger,Smart Speaker,Processor Chip,Subscription Service
Male,48,Engaged,High,Anniversary,Practical,5+ years,Fashion,Fashion Accessory,Disliked it,Handbag,Earrings,Necklace,Chocolates
Male,43,Dating,Low,Birthday,Adventurous,3-5 years,Music,Personalized Gift,Disliked it,Magazine Sub,Streaming Sub,Meal Kit Sub,Fashion Accessory
Male,49,Dating,Medium,Valentine's Day,Adventurous,6-12 months,Music,Fashion Accessory,Liked it,Magazine Sub,Streaming Sub,Meal Kit Sub,Fashion Accessory
Male,48,Dating,High,Just Because,Practical,5+ years,Sports,Flowers,Loved it,Phone Charger,Smart Speaker,Processor Chip,Chocolates
Other,38,Engaged,Very High,Valentine's Day,Practical,1-3 years,Sports,Fashion Accessory,Loved it,Smart Speaker,Processor Chip,Headphones,Personalized Gift
Female,57,Engaged,Very High,Valentine's Day,Surprise,3-5 years,Art,Subscription Service,Disliked it,Necklace,Hat,Handbag,Personalized Gift
Female,21,Dating,Very High,Just Because,Romantic,<6 months,Technology,Subscription Service,Loved it,Headphones,Phone Charger,Smart Speaker,Personalized Gift
Other,38,Single,Very High,Valentine's Day,Surprise,1-3 years,Technology,Fashion Accessory,Liked it,Phone Charger,Smart Speaker,Processor Chip,Personalized Gift
Other,32,Married,Very High,Valentine's Day,Surprise,6-12 months,Music,Flowers,Disliked it,Streaming Sub,Meal Kit Sub,Gym Membership,Personalized Gift
Female,57,Engaged,Very High,Valentine's Day,Surprise,3-5 years,Art,Subscription Service,Disliked it,Necklace,Hat,Handbag,Personalized Gift
Female,49,Single,High,Valentine's Day,Romantic,6-12 months,Technology,Tech Gadget,Disliked it,Phone Charger,Smart Speaker,Processor Chip,Flowers
Male,20,Married,Very High,Anniversary,Romantic,1-3 years,Technology,Flowers,Loved it,Phone Charger,Smart Speaker,Processor Chip,Personalized Gift
Male,32,Dating,High,Valentine's Day,Sentimental,1-3 years,Fashion,Tech Gadget,Disliked it,Necklace,Hat,Handbag,Fashion Accessory
Male,55,Engaged,Very High,Birthday,Practical,1-3 years,Cooking,Flowers,Loved it,Meal Kit Sub,Gym Membership,Magazine Sub,Personalized Gift
Male,58,Dating,High,Anniversary,Practical,5+ years,Technology,Subscription Service,Liked it,Phone Charger,Smart Speaker,Processor Chip,Tech Gadget
Male,43,Dating,Low,Birthday,Adventurous,3-5 years,Music,Personalized Gift,Disliked it,Magazine Sub,Streaming Sub,Meal Kit Sub,Fashion Accessory
Male,53,Engaged,High,Valentine's Day,Romantic,6-12 months,Fashion,Tech Gadget,Liked it,Hat,Handbag,Earrings,Flowers
Female,40,Engaged,Medium,Valentine's Day,Practical,<6 months,Art,Chocolates,Loved it,Hat,Handbag,Earrings,Flowers
